open_time,open,high,low,close,volume,n_trades
2023-06-09 19:00:00+00:00,261.16,261.5,259.61,260.06,31496.29,12805
2023-06-09 19:15:00+00:00,260.06,260.6,259.5,259.66,25075.0,10261
2023-06-09 19:30:00+00:00,259.66,260.42,259.56,260.11,13845.14,5955
2023-06-09 19:45:00+00:00,260.12,260.15,259.16,259.2,19745.31,8363
2023-06-09 20:00:00+00:00,259.21,260.21,259.12,260.07,19486.0,8456
2023-06-09 20:15:00+00:00,260.07,260.83,259.91,260.82,14926.66,6813
2023-06-09 20:30:00+00:00,260.82,261.14,260.51,260.7,11279.74,5613
2023-06-09 20:45:00+00:00,260.71,261.3,260.65,261.3,9803.78,4847
2023-06-09 21:00:00+00:00,261.31,261.93,261.31,261.63,11826.42,5811
2023-06-09 21:15:00+00:00,261.64,261.96,261.25,261.36,7491.16,3288
2023-06-09 21:30:00+00:00,261.37,262.16,261.18,262.15,9053.95,4360
2023-06-09 21:45:00+00:00,262.15,262.5,261.9,262.32,9724.35,5594
2023-06-09 22:00:00+00:00,262.32,262.43,261.93,261.99,7808.57,4479
2023-06-09 22:15:00+00:00,262.0,262.08,260.95,261.09,11602.73,6263
2023-06-09 22:30:00+00:00,261.09,261.42,260.83,261.01,7606.14,3824
2023-06-09 22:45:00+00:00,261.0,261.36,260.96,261.19,5880.2,2806
2023-06-09 23:00:00+00:00,261.2,261.38,260.53,260.59,9895.19,4272
2023-06-09 23:15:00+00:00,260.58,260.83,260.0,260.33,14260.23,5829
2023-06-09 23:30:00+00:00,260.33,260.4,260.05,260.27,9212.03,3643
2023-06-09 23:45:00+00:00,260.27,261.25,260.26,260.78,14394.63,4869
2023-06-10 00:00:00+00:00,260.77,260.93,260.1,260.11,13267.32,5301
2023-06-10 00:15:00+00:00,260.11,260.66,259.88,260.17,18201.02,6722
2023-06-10 00:30:00+00:00,260.18,260.51,259.78,260.34,12162.52,5674
2023-06-10 00:45:00+00:00,260.34,260.5,259.04,259.22,20398.01,8990
2023-06-10 01:00:00+00:00,259.22,260.8,258.02,260.39,42081.68,17691
2023-06-10 01:15:00+00:00,260.39,260.4,259.08,259.98,23705.0,9762
2023-06-10 01:30:00+00:00,259.98,260.33,258.61,258.82,22694.33,9537
2023-06-10 01:45:00+00:00,258.82,259.07,256.51,257.86,70624.5,26403
2023-06-10 02:00:00+00:00,257.85,258.85,257.37,258.83,34593.47,13617
2023-06-10 02:15:00+00:00,258.82,258.86,257.63,258.5,24085.38,10638
2023-06-10 02:30:00+00:00,258.49,258.5,252.88,255.43,103038.76,38189
2023-06-10 02:45:00+00:00,255.45,256.13,251.02,253.11,143395.49,49957
2023-06-10 03:00:00+00:00,253.1,254.04,252.49,252.76,62629.87,23638
2023-06-10 03:15:00+00:00,252.76,254.55,252.42,252.73,55965.41,21486
2023-06-10 03:30:00+00:00,252.74,253.65,251.02,251.29,81639.96,27445
2023-06-10 03:45:00+00:00,251.29,251.87,249.15,249.86,100147.48,32910
2023-06-10 04:00:00+00:00,249.87,249.94,246.82,248.73,128433.09,45158
2023-06-10 04:15:00+00:00,248.73,248.79,225.0,235.16,537613.75,187324
2023-06-10 04:30:00+00:00,235.24,238.4,234.0,237.9,264326.14,83263
2023-06-10 04:45:00+00:00,237.88,238.7,235.55,237.84,153948.07,43810
2023-06-10 05:00:00+00:00,237.86,239.99,236.35,239.21,130536.58,40788
2023-06-10 05:15:00+00:00,239.21,242.89,238.06,241.56,133898.01,43459
2023-06-10 05:30:00+00:00,241.57,242.37,239.54,240.96,92734.22,31986
2023-06-10 05:45:00+00:00,240.97,240.99,238.03,238.12,96385.97,31579
2023-06-10 06:00:00+00:00,238.12,238.51,234.75,235.48,122819.24,39148
2023-06-10 06:15:00+00:00,235.48,237.5,235.1,235.73,85601.29,30693
2023-06-10 06:30:00+00:00,235.72,235.86,231.43,233.66,148024.56,44362
2023-06-10 06:45:00+00:00,233.65,235.35,232.66,235.16,92444.48,32581
2023-06-10 07:00:00+00:00,235.17,236.6,234.55,236.47,73787.75,25176
2023-06-10 07:15:00+00:00,236.46,238.0,235.3,237.64,74997.24,28225
2023-06-10 07:30:00+00:00,237.64,237.64,235.82,236.0,49419.47,18029
2023-06-10 07:45:00+00:00,236.0,236.03,234.54,234.8,48594.14,16781
2023-06-10 08:00:00+00:00,234.81,237.19,234.55,236.98,68360.83,23434
