low_q,high_q,mid_q,adx_threshold,max_loss_pct_of_cap,beta_window,pct_lookback,max_hold_bars,n_trades,n_is,n_oos,is_sharpe,oos_sharpe,min_sharpe
0.3,0.92,0.6,20.0,0.03,100,750,300,1171,987,184,-0.1433348797299428,-0.675531409691574,-0.675531409691574
0.3,0.92,0.6,20.0,0.03,100,1500,150,1164,982,182,-0.7095453259622054,-0.25267589868627516,-0.7095453259622054
0.3,0.92,0.6,20.0,0.03,100,1500,300,1080,908,172,-0.4508881500399168,-0.3222992474785793,-0.4508881500399168
0.3,0.92,0.6,20.0,0.03,100,2500,150,1114,939,175,0.11826014931875235,-0.24289693178823304,-0.24289693178823304
0.3,0.92,0.6,20.0,0.03,100,2500,300,1017,854,163,0.3061821588445602,-0.38963760199705516,-0.38963760199705516
0.3,0.92,0.6,20.0,0.03,200,750,150,944,804,140,-0.594990011498822,0.5906965336133365,-0.594990011498822
0.3,0.92,0.6,20.0,0.03,200,750,300,799,676,123,0.667080660688306,0.8876294451800988,0.667080660688306
0.3,0.92,0.6,20.0,0.03,200,1500,150,851,711,140,-0.12664536408433474,0.6425091702107585,-0.12664536408433474
0.3,0.92,0.6,20.0,0.03,200,1500,300,716,593,123,-0.26965799210823066,0.3659412194645635,-0.26965799210823066
0.3,0.92,0.6,20.0,0.03,200,2500,150,831,691,140,-0.0761845756441652,0.2744572087418216,-0.0761845756441652
0.3,0.92,0.6,20.0,0.03,200,2500,300,692,568,124,-0.17654787176617548,0.11598733709843796,-0.17654787176617548
0.3,0.92,0.6,20.0,0.03,400,750,150,837,707,130,0.10114503819195042,0.9717823064039159,0.10114503819195042
0.3,0.92,0.6,20.0,0.03,400,750,300,639,549,90,0.2389876070547898,1.5470065112167577,0.2389876070547898
0.3,0.92,0.6,20.0,0.03,400,1500,150,716,612,104,0.8300479503952503,1.17967051748327,0.8300479503952503
0.3,0.92,0.6,20.0,0.03,400,1500,300,521,449,72,0.7866602988696767,1.9221672691386678,0.7866602988696767
0.3,0.92,0.6,20.0,0.03,400,2500,150,679,580,99,0.7954849788646648,0.7107949806719946,0.7107949806719946
0.3,0.92,0.6,20.0,0.03,400,2500,300,496,426,70,0.8826604888607699,0.5416756012152342,0.5416756012152342
0.3,0.92,0.6,20.0,0.03,500,750,150,837,711,126,0.3793770090705607,1.288291591402411,0.3793770090705607
0.3,0.92,0.6,20.0,0.03,500,750,300,611,522,89,0.5351912754457624,1.8660490674036507,0.5351912754457624
0.3,0.92,0.6,20.0,0.03,500,1500,150,702,594,108,0.6934200628558983,2.8566128315269266,0.6934200628558983
0.3,0.92,0.6,20.0,0.03,500,1500,300,507,430,77,0.6899661885450332,2.6551261688175996,0.6899661885450332
0.3,0.92,0.6,20.0,0.03,500,2500,150,664,568,96,0.982038249592767,1.8535731193297809,0.982038249592767
0.3,0.92,0.6,20.0,0.03,500,2500,300,466,401,65,0.8369285387113626,1.7672536805633026,0.8369285387113626
0.3,0.92,0.6,20.0,0.05,100,750,150,1251,1057,194,-0.5055948699282095,-0.6972255077085445,-0.6972255077085445
0.3,0.92,0.6,20.0,0.05,100,750,300,1156,973,183,-0.620305953826279,-0.6333671250903973,-0.6333671250903973
0.3,0.92,0.6,20.0,0.05,100,1500,150,1157,976,181,-0.39107984449096234,-0.21149490741059476,-0.39107984449096234
0.3,0.92,0.6,20.0,0.05,100,1500,300,1068,897,171,-0.2940632988098269,-0.2816955290206653,-0.2940632988098269
0.3,0.92,0.6,20.0,0.05,100,2500,150,1107,933,174,0.4655920483848189,-0.351278291599576,-0.351278291599576
0.3,0.92,0.6,20.0,0.05,100,2500,300,1005,843,162,-0.024288354723565615,-0.49555186075333585,-0.49555186075333585
0.3,0.92,0.6,20.0,0.05,200,750,150,927,787,140,0.4226381976604607,0.608688550805863,0.4226381976604607
0.3,0.92,0.6,20.0,0.05,200,750,300,785,662,123,-0.32201289321563514,0.8764515152674939,-0.32201289321563514
0.3,0.92,0.6,20.0,0.05,200,1500,150,836,697,139,0.021253993657981387,0.5903776312191958,0.021253993657981387
0.3,0.92,0.6,20.0,0.05,200,1500,300,698,576,122,-0.14113527801197023,0.20919410077305264,-0.14113527801197023
0.3,0.92,0.6,20.0,0.05,200,2500,150,815,675,140,0.04834593195093607,0.16298348761695056,0.04834593195093607
0.3,0.92,0.6,20.0,0.05,200,2500,300,674,550,124,-0.13408128310458328,-0.10525592381466498,-0.13408128310458328
0.3,0.92,0.6,20.0,0.05,400,750,150,823,693,130,0.14250842139494446,0.6387925330493768,0.14250842139494446
0.3,0.92,0.6,20.0,0.05,400,750,300,618,528,90,0.3016064081718139,1.2298704301386383,0.3016064081718139
0.3,0.92,0.6,20.0,0.05,400,1500,150,703,599,104,0.8207852093539497,1.0010456030843347,0.8207852093539497
0.3,0.92,0.6,20.0,0.05,400,1500,300,507,435,72,0.7275826304193699,1.735495842868787,0.7275826304193699
0.3,0.92,0.6,20.0,0.05,400,2500,150,662,563,99,0.8983205053800066,0.562249162927425,0.562249162927425
0.3,0.92,0.6,20.0,0.05,400,2500,300,475,405,70,0.9493918277000304,0.38891754565136377,0.38891754565136377
0.3,0.92,0.6,20.0,0.05,500,750,150,822,696,126,0.6229875299932182,1.0650820192478976,0.6229875299932182
0.3,0.92,0.6,20.0,0.05,500,750,300,584,496,88,0.6761453416245582,2.082366276907054,0.6761453416245582
0.3,0.92,0.6,20.0,0.05,500,1500,150,689,581,108,0.8083086024007818,2.8566128315269266,0.8083086024007818
0.3,0.92,0.6,20.0,0.05,500,1500,300,490,413,77,0.7420867500958173,2.6551261688175996,0.7420867500958173
0.3,0.92,0.6,20.0,0.05,500,2500,150,657,561,96,1.090553941940259,1.8535731193297809,1.090553941940259
0.3,0.92,0.6,20.0,0.05,500,2500,300,453,388,65,0.9151660035781037,1.779165344498357,0.9151660035781037
0.3,0.92,0.6,25.0,0.01,100,750,150,1625,1376,249,-0.2207342324877689,-0.22213976425068566,-0.22213976425068566
0.3,0.92,0.6,25.0,0.01,100,750,300,1535,1296,239,-0.14890832261089235,-0.018227833775232002,-0.14890832261089235
0.3,0.92,0.6,25.0,0.01,100,1500,150,1504,1273,231,-0.3427209148476275,0.42705190326009873,-0.3427209148476275
0.3,0.92,0.6,25.0,0.01,100,1500,300,1412,1192,220,-0.42716961059642106,0.4611317311280153,-0.42716961059642106
0.3,0.92,0.6,25.0,0.01,100,2500,150,1468,1241,227,-0.0992633909250082,0.8269049110648128,-0.0992633909250082
0.3,0.92,0.6,25.0,0.01,100,2500,300,1362,1149,213,0.38095850943280596,0.5183909795956305,0.38095850943280596
0.3,0.92,0.6,25.0,0.01,200,750,150,1253,1081,172,-0.3278177910481784,0.821210847003323,-0.3278177910481784
0.3,0.92,0.6,25.0,0.01,200,750,300,1093,938,155,-0.2588313794907616,1.3904214289700096,-0.2588313794907616
0.3,0.92,0.6,25.0,0.01,200,1500,150,1110,943,167,0.11402932035175678,1.1102004381625352,0.11402932035175678
0.3,0.92,0.6,25.0,0.01,200,1500,300,952,804,148,0.11932450625424057,0.9754472655446341,0.11932450625424057
0.3,0.92,0.6,25.0,0.01,200,2500,150,1086,923,163,0.05966221252558373,0.5677083099707162,0.05966221252558373
0.3,0.92,0.6,25.0,0.01,200,2500,300,918,773,145,0.14767396842122865,0.5071534733959311,0.14767396842122865
0.3,0.92,0.6,25.0,0.01,400,750,150,1122,966,156,0.07377470200857787,0.8429541411681027,0.07377470200857787
0.3,0.92,0.6,25.0,0.01,400,750,300,890,775,115,0.23323689507660952,1.2269104887049327,0.23323689507660952
0.3,0.92,0.6,25.0,0.01,400,1500,150,950,827,123,0.49850945403050356,1.2106563929888368,0.49850945403050356
0.3,0.92,0.6,25.0,0.01,400,1500,300,727,637,90,0.7581453643547025,1.2817211667484987,0.7581453643547025
0.3,0.92,0.6,25.0,0.01,400,2500,150,914,794,120,0.4930954083969734,0.6452152307864936,0.4930954083969734
0.3,0.92,0.6,25.0,0.01,400,2500,300,677,592,85,0.7850140167353593,0.547972122249502,0.547972122249502
0.3,0.92,0.6,25.0,0.01,500,750,150,1137,977,160,0.2837426146898777,1.5153218864262856,0.2837426146898777
0.3,0.92,0.6,25.0,0.01,500,750,300,852,735,117,0.56070527583313,1.6134895500913398,0.56070527583313
0.3,0.92,0.6,25.0,0.01,500,1500,150,933,800,133,0.45527439245236057,2.3742736115721277,0.45527439245236057
0.3,0.92,0.6,25.0,0.01,500,1500,300,706,607,99,0.5593452883174672,1.9161029163159757,0.5593452883174672
0.3,0.92,0.6,25.0,0.01,500,2500,150,894,775,119,0.8958134317746385,1.6965500480256555,0.8958134317746385
0.3,0.92,0.6,25.0,0.01,500,2500,300,648,565,83,0.9340164858182255,1.4125330853365619,0.9340164858182255
0.3,0.92,0.6,25.0,0.02,100,750,150,1485,1249,236,-0.09236979799377772,-0.08193240144646913,-0.09236979799377772
0.3,0.92,0.6,25.0,0.02,100,750,300,1378,1153,225,0.7123422331009822,0.004545562844549563,0.004545562844549563
0.3,0.92,0.6,25.0,0.02,100,1500,150,1380,1157,223,-0.42991474611784813,0.6123178012437973,-0.42991474611784813
0.3,0.92,0.6,25.0,0.02,100,1500,300,1271,1060,211,-0.3269943067712097,0.5431826682037267,-0.3269943067712097
0.3,0.92,0.6,25.0,0.02,100,2500,150,1336,1119,217,0.059491486279033653,0.8859541115953831,0.059491486279033653
0.3,0.92,0.6,25.0,0.02,100,2500,300,1210,1007,203,0.16867346186711388,0.56062507282674,0.16867346186711388
0.3,0.92,0.6,25.0,0.02,200,750,150,1096,934,162,0.24118605237380014,1.2562447928661562,0.24118605237380014
0.3,0.92,0.6,25.0,0.02,200,750,300,938,796,142,-0.27630770394538035,1.557639930950305,-0.27630770394538035
0.3,0.92,0.6,25.0,0.02,200,1500,150,982,822,160,0.08737142070765497,1.9938038921197763,0.08737142070765497
0.3,0.92,0.6,25.0,0.02,200,1500,300,825,685,140,0.10954960342936564,1.5347413738314089,0.10954960342936564
0.3,0.92,0.6,25.0,0.02,200,2500,150,966,807,159,0.0616569427454338,1.6235352431069892,0.0616569427454338
0.3,0.92,0.6,25.0,0.02,200,2500,300,798,658,140,0.2658722519601052,1.5498509748673421,0.2658722519601052
0.3,0.92,0.6,25.0,0.02,400,750,150,977,828,149,0.15790562530261065,0.9827172067897088,0.15790562530261065
0.3,0.92,0.6,25.0,0.02,400,750,300,738,628,110,0.2387913373208575,1.3542916012924457,0.2387913373208575
0.3,0.92,0.6,25.0,0.02,400,1500,150,843,725,118,0.6394902975560799,0.7928265505738499,0.6394902975560799
0.3,0.92,0.6,25.0,0.02,400,1500,300,608,526,82,0.8033053361067419,1.6742550891538408,0.8033053361067419
0.3,0.92,0.6,25.0,0.02,400,2500,150,804,691,113,0.6263576730120215,0.2473308863595775,0.2473308863595775
0.3,0.92,0.6,25.0,0.02,400,2500,300,565,487,78,0.8790795868878516,0.5382870169836144,0.5382870169836144
0.3,0.92,0.6,25.0,0.02,500,750,150,977,831,146,0.4234488647753773,1.351412648362674,0.4234488647753773
0.3,0.92,0.6,25.0,0.02,500,750,300,702,599,103,0.6811541236709577,1.8034015358865025,0.6811541236709577
0.3,0.92,0.6,25.0,0.02,500,1500,150,816,692,124,0.47659702069742316,2.3791405247679855,0.47659702069742316
0.3,0.92,0.6,25.0,0.02,500,1500,300,580,493,87,0.7511581875502514,2.159489774199469,0.7511581875502514
0.3,0.92,0.6,25.0,0.02,500,2500,150,784,671,113,0.882318339471523,1.9311893941498437,0.882318339471523
0.3,0.92,0.6,25.0,0.02,500,2500,300,535,459,76,1.0457122051400138,2.1828692495405577,1.0457122051400138
0.3,0.92,0.6,25.0,0.03,100,750,150,1463,1229,234,0.04893345360176727,-0.010219767022570568,-0.010219767022570568
0.3,0.92,0.6,25.0,0.03,100,750,300,1344,1122,222,-0.4257216361972509,-0.10224503798705456,-0.4257216361972509
0.3,0.92,0.6,25.0,0.03,100,1500,150,1357,1134,223,0.24372213464456044,0.7189667657174696,0.24372213464456044
0.3,0.92,0.6,25.0,0.03,100,1500,300,1240,1030,210,-0.3431084763076184,0.593824744640368,-0.3431084763076184
0.3,0.92,0.6,25.0,0.03,100,2500,150,1316,1099,217,-0.3559719416468367,1.0283437309837962,-0.3559719416468367
0.3,0.92,0.6,25.0,0.03,100,2500,300,1184,983,201,-0.3272888372334186,0.5318307584543455,-0.3272888372334186
0.3,0.92,0.6,25.0,0.03,200,750,150,1062,901,161,-0.2617312987275983,1.1052801186177592,-0.2617312987275983
0.3,0.92,0.6,25.0,0.03,200,750,300,889,749,140,-0.23095704510830772,1.3269613482569056,-0.23095704510830772
0.3,0.92,0.6,25.0,0.03,200,1500,150,959,799,160,0.0992818964873922,1.6958528267092752,0.0992818964873922
0.3,0.92,0.6,25.0,0.03,200,1500,300,798,658,140,0.10967766392594734,1.1259266229141611,0.10967766392594734
0.3,0.92,0.6,25.0,0.03,200,2500,150,947,788,159,0.07534833832067392,1.496592426766997,0.07534833832067392
0.3,0.92,0.6,25.0,0.03,200,2500,300,774,634,140,0.300552201452196,1.3008584035994466,0.300552201452196
0.3,0.92,0.6,25.0,0.03,400,750,150,942,795,147,0.20329814669373042,0.9326292249227349,0.20329814669373042
0.3,0.92,0.6,25.0,0.03,400,750,300,696,589,107,0.24563902333861867,1.6259769455036328,0.24563902333861867
0.3,0.92,0.6,25.0,0.03,400,1500,150,812,694,118,0.7227772567025403,1.1492699855186992,0.7227772567025403
0.3,0.92,0.6,25.0,0.03,400,1500,300,575,493,82,0.7777182605034889,1.839126771832534,0.7777182605034889
0.3,0.92,0.6,25.0,0.03,400,2500,150,776,664,112,0.6866536312231178,0.5218768666691593,0.5218768666691593
0.3,0.92,0.6,25.0,0.03,400,2500,300,540,463,77,0.800768811489353,0.7066186727032674,0.7066186727032674
0.3,0.92,0.6,25.0,0.03,500,750,150,946,801,145,0.2600672654123516,1.5023484513275476,0.2600672654123516
0.3,0.92,0.6,25.0,0.03,500,750,300,668,567,101,0.5460922174522184,1.8407337966513049,0.5460922174522184
0.3,0.92,0.6,25.0,0.03,500,1500,150,786,663,123,0.6271634947470686,2.653293550705279,0.6271634947470686
0.3,0.92,0.6,25.0,0.03,500,1500,300,545,460,85,0.7323697858274512,2.787592866514346,0.7323697858274512
0.3,0.92,0.6,25.0,0.03,500,2500,150,754,641,113,0.9506827223165019,1.9947987337005777,0.9506827223165019
0.3,0.92,0.6,25.0,0.03,500,2500,300,507,432,75,1.0026509264030223,2.402476713752304,1.0026509264030223
0.3,0.92,0.6,25.0,0.05,100,750,150,1450,1217,233,0.6217221108465899,0.03835631366444109,0.03835631366444109
0.3,0.92,0.6,25.0,0.05,100,750,300,1326,1105,221,-0.44779278829476254,-0.05269420641318708,-0.44779278829476254
0.3,0.92,0.6,25.0,0.05,100,1500,150,1346,1124,222,-0.41986365086315075,0.7673008488159154,-0.41986365086315075
0.3,0.92,0.6,25.0,0.05,100,1500,300,1225,1016,209,-0.33496933742113977,0.6410433699449862,-0.33496933742113977
0.3,0.92,0.6,25.0,0.05,100,2500,150,1303,1087,216,0.10614017790530669,1.0502852089924501,0.10614017790530669
0.3,0.92,0.6,25.0,0.05,100,2500,300,1166,966,200,-0.051851787894346225,0.4837037199010611,-0.051851787894346225
0.3,0.92,0.6,25.0,0.05,200,750,150,1038,877,161,-0.23685538509660234,1.0414412649911404,-0.23685538509660234
0.3,0.92,0.6,25.0,0.05,200,750,300,869,729,140,-0.024993888828261604,1.2417300209638884,-0.024993888828261604
0.3,0.92,0.6,25.0,0.05,200,1500,150,942,783,159,0.2331163634411145,1.5788141245468765,0.2331163634411145
0.3,0.92,0.6,25.0,0.05,200,1500,300,778,639,139,0.20611926874582917,1.2641151303954015,0.20611926874582917
0.3,0.92,0.6,25.0,0.05,200,2500,150,929,770,159,0.17956021885196935,1.3175088645630049,0.17956021885196935
0.3,0.92,0.6,25.0,0.05,200,2500,300,755,615,140,0.31976172688355947,1.3364178300175673,0.31976172688355947
0.3,0.92,0.6,25.0,0.05,400,750,150,922,775,147,0.22624674646861948,1.027032566761203,0.22624674646861948
0.3,0.92,0.6,25.0,0.05,400,750,300,663,556,107,0.41429446321651736,1.7991529147233676,0.41429446321651736
0.3,0.92,0.6,25.0,0.05,400,1500,150,792,674,118,0.7411268176797747,1.3849843547491343,0.7411268176797747
0.3,0.92,0.6,25.0,0.05,400,1500,300,551,469,82,0.8052860828845545,2.1720154923599484,0.8052860828845545
0.3,0.92,0.6,25.0,0.05,400,2500,150,752,640,112,0.7930844120417322,0.38113177579870156,0.38113177579870156
0.3,0.92,0.6,25.0,0.05,400,2500,300,510,433,77,0.9069701016420552,0.5375926351491669,0.5375926351491669
0.3,0.92,0.6,25.0,0.05,500,750,150,925,780,145,0.5426214090899527,1.2907518841756562,0.5426214090899527
0.3,0.92,0.6,25.0,0.05,500,750,300,637,537,100,0.6890644475330928,2.2270853564648356,0.6890644475330928
0.3,0.92,0.6,25.0,0.05,500,1500,150,770,647,123,0.7180216319648185,2.653293550705279,0.7180216319648185
0.3,0.92,0.6,25.0,0.05,500,1500,300,524,439,85,0.8098536215334076,2.787592866514346,0.8098536215334076
0.3,0.92,0.6,25.0,0.05,500,2500,150,742,630,112,0.985858850746971,2.108981685280231,0.985858850746971
0.3,0.92,0.6,25.0,0.05,500,2500,300,489,414,75,0.995050163320896,2.410411273376275,0.995050163320896
0.3,0.92,0.6,30.0,0.01,100,750,150,1779,1522,257,0.06994981810452466,0.08460555887467122,0.06994981810452466
0.3,0.92,0.6,30.0,0.01,100,750,300,1667,1422,245,0.6735422259278662,0.36704420589765024,0.36704420589765024
0.3,0.92,0.6,30.0,0.01,100,1500,150,1649,1412,237,-0.015456630366378692,0.1681197076547117,-0.015456630366378692
0.3,0.92,0.6,30.0,0.01,100,1500,300,1527,1301,226,-0.26366023826002777,0.30033166063745664,-0.26366023826002777
0.3,0.92,0.6,30.0,0.01,100,2500,150,1625,1380,245,-0.5847526501781308,0.6039186622670561,-0.5847526501781308
0.3,0.92,0.6,30.0,0.01,100,2500,300,1491,1262,229,-0.4255425341849835,0.3977808771794957,-0.4255425341849835
0.3,0.92,0.6,30.0,0.01,200,750,150,1365,1183,182,-0.26542890135295794,0.7398180726011288,-0.26542890135295794
0.3,0.92,0.6,30.0,0.01,200,750,300,1184,1022,162,-0.28770280097966255,1.0982114919849468,-0.28770280097966255
0.3,0.92,0.6,30.0,0.01,200,1500,150,1207,1032,175,-0.15456842089888945,1.047539467536328,-0.15456842089888945
0.3,0.92,0.6,30.0,0.01,200,1500,300,1039,884,155,-0.03836436173828896,0.5594899166549291,-0.03836436173828896
0.3,0.92,0.6,30.0,0.01,200,2500,150,1171,999,172,-0.20749749311820587,0.20340190788638954,-0.20749749311820587
0.3,0.92,0.6,30.0,0.01,200,2500,300,991,837,154,0.08056968523113302,-0.12880983684068387,-0.12880983684068387
0.3,0.92,0.6,30.0,0.01,400,750,150,1237,1069,168,-0.01129769530401221,1.5159905694325007,-0.01129769530401221
0.3,0.92,0.6,30.0,0.01,400,750,300,970,848,122,0.12866119351695757,1.4162603211722398,0.12866119351695757
0.3,0.92,0.6,30.0,0.01,400,1500,150,1038,908,130,0.40950010547702526,1.342985864181672,0.40950010547702526
0.3,0.92,0.6,30.0,0.01,400,1500,300,790,696,94,0.681894374940964,1.3491206748759725,0.681894374940964
0.3,0.92,0.6,30.0,0.01,400,2500,150,1004,872,132,0.4115294335057513,0.17449129331925622,0.17449129331925622
0.3,0.92,0.6,30.0,0.01,400,2500,300,748,654,94,0.6415786513975699,-0.11323506568688121,-0.11323506568688121
0.3,0.92,0.6,30.0,0.01,500,750,150,1230,1068,162,0.15629892291734104,2.149506501493727,0.15629892291734104
0.3,0.92,0.6,30.0,0.01,500,750,300,904,787,117,0.545862891251406,1.998379207374841,0.545862891251406
0.3,0.92,0.6,30.0,0.01,500,1500,150,1012,871,141,0.5133415628172996,2.2122533950947476,0.5133415628172996
0.3,0.92,0.6,30.0,0.01,500,1500,300,759,656,103,0.666720294268285,1.8200498068160351,0.666720294268285
0.3,0.92,0.6,30.0,0.01,500,2500,150,952,824,128,0.9022276234164813,1.5248871764391103,0.9022276234164813
0.3,0.92,0.6,30.0,0.01,500,2500,300,682,594,88,1.129413754503407,1.1147929312364782,1.1147929312364782
0.3,0.92,0.6,30.0,0.02,100,750,150,1602,1358,244,-0.13085022687333417,0.19650682597353958,-0.13085022687333417
0.3,0.92,0.6,30.0,0.02,100,750,300,1473,1242,231,0.1892881804930364,0.3914767553775242,0.1892881804930364
0.3,0.92,0.6,30.0,0.02,100,1500,150,1479,1249,230,0.537790229799994,0.4239309609626483,0.4239309609626483
0.3,0.92,0.6,30.0,0.02,100,1500,300,1347,1130,217,-0.39529546410448,0.3019724346287224,-0.39529546410448
0.3,0.92,0.6,30.0,0.02,100,2500,150,1453,1221,232,-0.014612420557186203,0.7541096669424459,-0.014612420557186203
0.3,0.92,0.6,30.0,0.02,100,2500,300,1306,1089,217,-0.27134841319558645,0.441686639465532,-0.27134841319558645
0.3,0.92,0.6,30.0,0.02,200,750,150,1174,1005,169,0.28528209414397365,1.258594213875572,0.28528209414397365
0.3,0.92,0.6,30.0,0.02,200,750,300,986,839,147,-0.313532015042213,1.533219495014098,-0.313532015042213
0.3,0.92,0.6,30.0,0.02,200,1500,150,1050,885,165,-0.017521425301026818,1.9964015560832722,-0.017521425301026818
0.3,0.92,0.6,30.0,0.02,200,1500,300,877,734,143,0.036315956298564,1.2221320038338155,0.036315956298564
0.3,0.92,0.6,30.0,0.02,200,2500,150,1018,854,164,-0.02842267810702009,1.342282082057903,-0.02842267810702009
0.3,0.92,0.6,30.0,0.02,200,2500,300,835,691,144,0.273069178299528,1.0972585307039007,0.273069178299528
0.3,0.92,0.6,30.0,0.02,400,750,150,1052,894,158,0.06939065096584983,1.1779425858124632,0.06939065096584983
0.3,0.92,0.6,30.0,0.02,400,750,300,777,665,112,0.177323679609637,1.3520472430277553,0.177323679609637
0.3,0.92,0.6,30.0,0.02,400,1500,150,906,779,127,0.5594203264746921,1.0174019561260932,0.5594203264746921
0.3,0.92,0.6,30.0,0.02,400,1500,300,645,559,86,0.712261105270249,1.8775527512531192,0.712261105270249
0.3,0.92,0.6,30.0,0.02,400,2500,150,863,740,123,0.4874572409664944,0.07834975846949736,0.07834975846949736
0.3,0.92,0.6,30.0,0.02,400,2500,300,603,520,83,0.6557989397129057,0.4590385057169221,0.4590385057169221
0.3,0.92,0.6,30.0,0.02,500,750,150,1038,886,152,0.24994126949404127,1.9439661503203731,0.24994126949404127
0.3,0.92,0.6,30.0,0.02,500,750,300,731,625,106,0.6168691355705186,2.1216448556832948,0.6168691355705186
0.3,0.92,0.6,30.0,0.02,500,1500,150,870,737,133,0.5730092861835823,2.1562402381037873,0.5730092861835823
0.3,0.92,0.6,30.0,0.02,500,1500,300,609,518,91,0.7548086548251882,2.084146516243315,0.7548086548251882
0.3,0.92,0.6,30.0,0.02,500,2500,150,828,710,118,0.7580489213903764,1.7623629151652915,0.7580489213903764
0.3,0.92,0.6,30.0,0.02,500,2500,300,561,481,80,1.031486422716791,1.9381545425038407,1.031486422716791
0.3,0.92,0.6,30.0,0.03,100,750,150,1568,1326,242,-0.3315497891895821,0.23598142567948846,-0.3315497891895821
0.3,0.92,0.6,30.0,0.03,100,750,300,1430,1202,228,0.5321107678012406,0.236436497760799,0.236436497760799
0.3,0.92,0.6,30.0,0.03,100,1500,150,1449,1220,229,0.3231417621004471,0.34403555498214755,0.3231417621004471
0.3,0.92,0.6,30.0,0.03,100,1500,300,1306,1090,216,-0.2994793897255287,0.22431587801084724,-0.2994793897255287
0.3,0.92,0.6,30.0,0.03,100,2500,150,1424,1192,232,0.12751047940954524,0.8145444985710638,0.12751047940954524
0.3,0.92,0.6,30.0,0.03,100,2500,300,1268,1052,216,-0.23431032415089828,0.4409583692540727,-0.23431032415089828
0.3,0.92,0.6,30.0,0.03,200,750,150,1128,960,168,-0.11129283861489883,1.0714062810229181,-0.11129283861489883
0.3,0.92,0.6,30.0,0.03,200,750,300,932,787,145,-0.28369969690448976,1.233425947699345,-0.28369969690448976
0.3,0.92,0.6,30.0,0.03,200,1500,150,1017,852,165,-0.11927527167377835,1.7140520614563897,-0.11927527167377835
0.3,0.92,0.6,30.0,0.03,200,1500,300,839,696,143,-0.014759015129266922,0.9095533667230393,-0.014759015129266922
0.3,0.92,0.6,30.0,0.03,200,2500,150,990,826,164,-0.1677665812101601,1.2355403353736134,-0.1677665812101601
0.3,0.92,0.6,30.0,0.03,200,2500,300,804,660,144,0.2693733088184403,0.9453894559481606,0.2693733088184403
0.3,0.92,0.6,30.0,0.03,400,750,150,1002,846,156,0.13625487131668093,1.305362528561694,0.13625487131668093
0.3,0.92,0.6,30.0,0.03,400,750,300,725,616,109,0.1942493457852633,1.6147243055710165,0.1942493457852633
0.3,0.92,0.6,30.0,0.03,400,1500,150,861,736,125,0.5505989850365737,1.2883255281128834,0.5505989850365737
0.3,0.92,0.6,30.0,0.03,400,1500,300,598,514,84,0.7497986645873973,1.9529175050094183,0.7497986645873973
0.3,0.92,0.6,30.0,0.03,400,2500,150,825,704,121,0.46485285442243035,0.6126920658845096,0.46485285442243035
0.3,0.92,0.6,30.0,0.03,400,2500,300,566,485,81,0.6421022395520353,1.1419301059856637,0.6421022395520353
0.3,0.92,0.6,30.0,0.03,500,750,150,997,846,151,0.19393588097123612,2.0135925280346223,0.19393588097123612
0.3,0.92,0.6,30.0,0.03,500,750,300,690,586,104,0.5157447711396766,2.1189828293221527,0.5157447711396766
0.3,0.92,0.6,30.0,0.03,500,1500,150,840,708,132,0.44609329570973366,2.492276153816181,0.44609329570973366
0.3,0.92,0.6,30.0,0.03,500,1500,300,574,485,89,0.6577549041332644,2.688007303634958,0.6577549041332644
0.3,0.92,0.6,30.0,0.03,500,2500,150,789,672,117,0.7050686437958269,1.973131972825839,0.7050686437958269
0.3,0.92,0.6,30.0,0.03,500,2500,300,527,449,78,1.0093823969241622,2.169834761190579,1.0093823969241622
0.3,0.92,0.6,30.0,0.05,100,750,150,1556,1315,241,-0.42702864374933475,0.2867820388509874,-0.42702864374933475
0.3,0.92,0.6,30.0,0.05,100,750,300,1412,1185,227,0.3069889709605198,0.2897001848028584,0.2897001848028584
0.3,0.92,0.6,30.0,0.05,100,1500,150,1437,1209,228,-0.3539954427603056,0.4432862043927615,-0.3539954427603056
0.3,0.92,0.6,30.0,0.05,100,1500,300,1290,1075,215,0.19252598299047316,0.3207779707132537,0.19252598299047316
0.3,0.92,0.6,30.0,0.05,100,2500,150,1410,1179,231,0.582378664164629,0.835380482060341,0.582378664164629
0.3,0.92,0.6,30.0,0.05,100,2500,300,1249,1034,215,-0.10094621423236902,0.44668492452627107,-0.10094621423236902
0.3,0.92,0.6,30.0,0.05,200,750,150,1102,934,168,-0.2552264121250149,1.0154819811539901,-0.2552264121250149
0.3,0.92,0.6,30.0,0.05,200,750,300,905,760,145,-0.1125082365318861,1.1886756863378314,-0.1125082365318861
0.3,0.92,0.6,30.0,0.05,200,1500,150,994,830,164,0.06812769049787411,1.5960241715058665,0.06812769049787411
0.3,0.92,0.6,30.0,0.05,200,1500,300,812,670,142,0.08190030683590362,1.0510016184914113,0.08190030683590362
0.3,0.92,0.6,30.0,0.05,200,2500,150,969,805,164,-0.012197157901844233,1.066368904755688,-0.012197157901844233
0.3,0.92,0.6,30.0,0.05,200,2500,300,781,637,144,0.24552337123892412,0.9962312929997821,0.24552337123892412
0.3,0.92,0.6,30.0,0.05,400,750,150,981,825,156,0.12849060416257724,1.2334661659231487,0.12849060416257724
0.3,0.92,0.6,30.0,0.05,400,750,300,693,584,109,0.3743445035462161,1.5255202523435145,0.3743445035462161
