low_q,high_q,mid_q,adx_threshold,atr_stop_multiple,beta_window,pct_lookback,max_hold_bars,n_trades,n_is,n_oos,is_sharpe,oos_sharpe,min_sharpe
0.01,0.7,0.45,20.0,10.0,100,750,150,1151,978,173,0.48097722932946074,0.6188778133151377,0.48097722932946074
0.01,0.7,0.45,20.0,10.0,100,750,300,1078,910,168,0.4511890710755227,0.5895152270792234,0.4511890710755227
0.01,0.7,0.45,20.0,10.0,100,1500,150,1045,887,158,0.009644073344154071,1.1760153621140206,0.009644073344154071
0.01,0.7,0.45,20.0,10.0,100,1500,300,965,812,153,0.12524091049822264,1.094032211289102,0.12524091049822264
0.01,0.7,0.45,20.0,10.0,100,2500,150,1000,853,147,0.27822301468861294,1.4009668625972531,0.27822301468861294
0.01,0.7,0.45,20.0,10.0,100,2500,300,908,767,141,0.40705465921211303,1.1764427661970018,0.40705465921211303
0.01,0.7,0.45,20.0,10.0,200,750,150,883,752,131,0.3592785743285938,1.0091226542282004,0.3592785743285938
0.01,0.7,0.45,20.0,10.0,200,750,300,759,641,118,0.39268908639055405,0.7078422583816789,0.39268908639055405
0.01,0.7,0.45,20.0,10.0,200,1500,150,798,686,112,0.2722454677566282,1.185228213338988,0.2722454677566282
0.01,0.7,0.45,20.0,10.0,200,1500,300,683,582,101,0.509875286219032,1.2748244171408973,0.509875286219032
0.01,0.7,0.45,20.0,10.0,200,2500,150,749,642,107,0.11345874195349899,0.8786706788870319,0.11345874195349899
0.01,0.7,0.45,20.0,10.0,200,2500,300,625,532,93,0.32039105094690573,1.3282536944348882,0.32039105094690573
0.01,0.7,0.45,20.0,10.0,400,750,150,832,705,127,-0.0907851954319333,-0.2107500696429905,-0.2107500696429905
0.01,0.7,0.45,20.0,10.0,400,750,300,636,536,100,0.35134712421442693,-0.31606125739001767,-0.31606125739001767
0.01,0.7,0.45,20.0,10.0,400,1500,150,739,632,107,0.3735307084944487,0.6537213693831976,0.3735307084944487
0.01,0.7,0.45,20.0,10.0,400,1500,300,548,467,81,0.5363550288890846,1.2555151109512948,0.5363550288890846
0.01,0.7,0.45,20.0,10.0,400,2500,150,682,579,103,0.3427041151805465,-0.1636121656557998,-0.1636121656557998
0.01,0.7,0.45,20.0,10.0,400,2500,300,500,419,81,0.44350738335413553,0.596492255659838,0.44350738335413553
0.01,0.7,0.45,20.0,10.0,500,750,150,834,715,119,0.1776588226167108,-0.5343588515981225,-0.5343588515981225
0.01,0.7,0.45,20.0,10.0,500,750,300,621,530,91,0.4626443872996877,-1.4574174577095205,-1.4574174577095205
0.01,0.7,0.45,20.0,10.0,500,1500,150,732,627,105,-0.106913801378805,0.41780360410067924,-0.106913801378805
0.01,0.7,0.45,20.0,10.0,500,1500,300,528,453,75,0.22760263039230927,0.5123333405062473,0.22760263039230927
0.01,0.7,0.45,20.0,10.0,500,2500,150,664,567,97,-0.33047491007659807,0.24509707052663787,-0.33047491007659807
0.01,0.7,0.45,20.0,10.0,500,2500,300,475,402,73,-0.059109248891467944,0.5013034393317041,-0.059109248891467944
0.01,0.7,0.45,20.0,15.0,100,750,150,1138,966,172,0.6530209305838627,0.5840101247116666,0.5840101247116666
0.01,0.7,0.45,20.0,15.0,100,750,300,1060,895,165,0.5578742161822352,0.7318656739598883,0.5578742161822352
0.01,0.7,0.45,20.0,15.0,100,1500,150,1029,873,156,0.19717509821523976,0.9185717713680144,0.19717509821523976
0.01,0.7,0.45,20.0,15.0,100,1500,300,945,796,149,0.35578449217303554,0.8185945464741737,0.35578449217303554
0.01,0.7,0.45,20.0,15.0,100,2500,150,980,835,145,0.5079223945787451,1.44802459667579,0.5079223945787451
0.01,0.7,0.45,20.0,15.0,100,2500,300,885,747,138,0.6147077255866833,1.3104857880023184,0.6147077255866833
0.01,0.7,0.45,20.0,15.0,200,750,150,864,736,128,0.22071106249808753,1.1068091799741682,0.22071106249808753
0.01,0.7,0.45,20.0,15.0,200,750,300,728,615,113,0.29732179066639824,0.9963375060145888,0.29732179066639824
0.01,0.7,0.45,20.0,15.0,200,1500,150,772,664,108,0.2148813331163772,1.2221896930367289,0.2148813331163772
0.01,0.7,0.45,20.0,15.0,200,1500,300,647,551,96,0.5062627568736447,1.3432538775108198,0.5062627568736447
0.01,0.7,0.45,20.0,15.0,200,2500,150,728,624,104,0.13023569016928702,0.9768193411012062,0.13023569016928702
0.01,0.7,0.45,20.0,15.0,200,2500,300,590,504,86,0.3743304424660099,1.4152488253439728,0.3743304424660099
0.01,0.7,0.45,20.0,15.0,400,750,150,806,687,119,-0.07016096752133524,0.024062269443845583,-0.07016096752133524
0.01,0.7,0.45,20.0,15.0,400,750,300,591,502,89,0.4032212913965007,-0.0971131408232429,-0.0971131408232429
0.01,0.7,0.45,20.0,15.0,400,1500,150,714,612,102,0.18680511910502628,1.018385556538089,0.18680511910502628
0.01,0.7,0.45,20.0,15.0,400,1500,300,520,446,74,0.3148729388459669,1.2032643051901846,0.3148729388459669
0.01,0.7,0.45,20.0,15.0,400,2500,150,658,559,99,0.11919977658817568,0.4825520404458043,0.11919977658817568
0.01,0.7,0.45,20.0,15.0,400,2500,300,467,393,74,0.30525390491275195,0.6554280654712044,0.30525390491275195
0.01,0.7,0.45,20.0,15.0,500,750,150,802,686,116,0.1533953901189333,-0.602416845482022,-0.602416845482022
0.01,0.7,0.45,20.0,15.0,500,750,300,584,498,86,0.4382123063724145,-1.4323194937743484,-1.4323194937743484
0.01,0.7,0.45,20.0,15.0,500,1500,150,715,612,103,-0.27829555791953375,0.37109604541151286,-0.27829555791953375
0.01,0.7,0.45,20.0,15.0,500,1500,300,505,434,71,0.1449288645764886,0.5899486671156244,0.1449288645764886
0.01,0.7,0.45,20.0,15.0,500,2500,150,647,551,96,-0.4399208390844514,0.22578961723414934,-0.4399208390844514
0.01,0.7,0.45,20.0,15.0,500,2500,300,455,385,70,-0.07912108844491425,0.38750628135104875,-0.07912108844491425
0.01,0.7,0.45,20.0,20.0,100,750,150,1135,964,171,0.5762036476755592,0.4160416385245075,0.4160416385245075
0.01,0.7,0.45,20.0,20.0,100,750,300,1057,893,164,0.4454323601682507,0.5662154953696856,0.4454323601682507
0.01,0.7,0.45,20.0,20.0,100,1500,150,1026,872,154,0.1616843550776164,0.8978393097500563,0.1616843550776164
0.01,0.7,0.45,20.0,20.0,100,1500,300,939,792,147,0.25753280228923986,0.6214835561947188,0.25753280228923986
0.01,0.7,0.45,20.0,20.0,100,2500,150,979,834,145,0.46148411814147805,1.4518077013985586,0.46148411814147805
0.01,0.7,0.45,20.0,20.0,100,2500,300,881,743,138,0.5221200223573088,1.114342061404084,0.5221200223573088
0.01,0.7,0.45,20.0,20.0,200,750,150,858,731,127,0.16461795995254389,1.4265152492581272,0.16461795995254389
0.01,0.7,0.45,20.0,20.0,200,750,300,717,606,111,0.1992598543485951,1.159169314474427,0.1992598543485951
0.01,0.7,0.45,20.0,20.0,200,1500,150,767,660,107,0.15381551375257366,1.40861743726532,0.15381551375257366
0.01,0.7,0.45,20.0,20.0,200,1500,300,639,545,94,0.4073115938289004,1.3425802229383756,0.4073115938289004
0.01,0.7,0.45,20.0,20.0,200,2500,150,721,618,103,0.1678732379615044,0.8917540202459961,0.1678732379615044
0.01,0.7,0.45,20.0,20.0,200,2500,300,578,493,85,0.24803434822528533,1.2916757667927479,0.24803434822528533
0.01,0.7,0.45,20.0,20.0,400,750,150,798,679,119,-0.02539174483473515,-0.2536607244687723,-0.2536607244687723
0.01,0.7,0.45,20.0,20.0,400,750,300,575,490,85,0.35988725113539466,-0.24072549349445108,-0.24072549349445108
0.01,0.7,0.45,20.0,20.0,400,1500,150,703,601,102,0.32774084552144284,0.7256722443182444,0.32774084552144284
0.01,0.7,0.45,20.0,20.0,400,1500,300,500,427,73,0.41210632653433427,1.0248481178600546,0.41210632653433427
0.01,0.7,0.45,20.0,20.0,400,2500,150,652,553,99,0.16566704240255023,0.07141263090752879,0.07141263090752879
0.01,0.7,0.45,20.0,20.0,400,2500,300,457,384,73,0.2353062345682011,0.3931882945385371,0.2353062345682011
0.01,0.7,0.45,20.0,20.0,500,750,150,798,682,116,0.08988238492409444,-0.885289966084023,-0.885289966084023
0.01,0.7,0.45,20.0,20.0,500,750,300,569,488,81,0.3392589591236535,-1.450518912392787,-1.450518912392787
0.01,0.7,0.45,20.0,20.0,500,1500,150,707,605,102,-0.3051407180164122,-0.0886048439738395,-0.3051407180164122
0.01,0.7,0.45,20.0,20.0,500,1500,300,490,419,71,0.18149866994953953,0.19756824085238364,0.18149866994953953
0.01,0.7,0.45,20.0,20.0,500,2500,150,641,546,95,-0.47922410093593515,-0.3400490634069084,-0.47922410093593515
0.01,0.7,0.45,20.0,20.0,500,2500,300,445,376,69,-0.03574720712832419,0.17029337318931934,-0.03574720712832419
0.01,0.7,0.45,25.0,6.0,100,750,150,1431,1206,225,0.2957194748932386,0.14463675984332255,0.14463675984332255
0.01,0.7,0.45,25.0,6.0,100,750,300,1341,1125,216,0.3847302579792732,0.8372858561752121,0.3847302579792732
0.01,0.7,0.45,25.0,6.0,100,1500,150,1295,1100,195,-0.02786334765010287,1.141993293816709,-0.02786334765010287
0.01,0.7,0.45,25.0,6.0,100,1500,300,1194,1007,187,0.26415408160887655,1.1680030239690253,0.26415408160887655
0.01,0.7,0.45,25.0,6.0,100,2500,150,1235,1049,186,0.4570053350707395,0.9004304368036863,0.4570053350707395
0.01,0.7,0.45,25.0,6.0,100,2500,300,1124,946,178,0.5862505003527126,1.0808560900264481,0.5862505003527126
0.01,0.7,0.45,25.0,6.0,200,750,150,1135,962,173,0.005606135025052552,0.014419477721883307,0.005606135025052552
0.01,0.7,0.45,25.0,6.0,200,750,300,981,828,153,0.1823394796465968,0.2624557387877136,0.1823394796465968
0.01,0.7,0.45,25.0,6.0,200,1500,150,1024,864,160,0.12773178485690018,0.9843143386689014,0.12773178485690018
0.01,0.7,0.45,25.0,6.0,200,1500,300,864,731,133,0.4685498241242611,1.1135806682090064,0.4685498241242611
0.01,0.7,0.45,25.0,6.0,200,2500,150,964,810,154,0.33198327700771024,0.44698316388150006,0.33198327700771024
0.01,0.7,0.45,25.0,6.0,200,2500,300,792,666,126,0.48288868395897383,0.7510587335236029,0.48288868395897383
0.01,0.7,0.45,25.0,6.0,400,750,150,1074,917,157,-0.01895886276755718,-0.42602935171397915,-0.42602935171397915
0.01,0.7,0.45,25.0,6.0,400,750,300,841,711,130,0.15279648727570025,-0.6820528442248904,-0.6820528442248904
0.01,0.7,0.45,25.0,6.0,400,1500,150,958,812,146,0.2863221321696773,-0.1480133578789587,-0.1480133578789587
0.01,0.7,0.45,25.0,6.0,400,1500,300,717,604,113,0.37464719592861234,0.4988588513942658,0.37464719592861234
0.01,0.7,0.45,25.0,6.0,400,2500,150,886,744,142,0.06624522634806503,0.28407549626879686,0.06624522634806503
0.01,0.7,0.45,25.0,6.0,400,2500,300,650,545,105,0.2599622784458992,0.5005194280746367,0.2599622784458992
0.01,0.7,0.45,25.0,6.0,500,750,150,1081,917,164,-0.385886203606155,-1.5675744750614964,-1.5675744750614964
0.01,0.7,0.45,25.0,6.0,500,750,300,823,692,131,0.04776648260985167,-1.8125004719899827,-1.8125004719899827
0.01,0.7,0.45,25.0,6.0,500,1500,150,958,812,146,-0.13755808452312326,-0.7738395420557255,-0.7738395420557255
0.01,0.7,0.45,25.0,6.0,500,1500,300,721,604,117,0.06996510308927634,0.32241772772776456,0.06996510308927634
0.01,0.7,0.45,25.0,6.0,500,2500,150,872,735,137,-0.21989210919491564,-1.5587418531794053,-1.5587418531794053
0.01,0.7,0.45,25.0,6.0,500,2500,300,647,537,110,-0.143353716194899,-0.366070346805925,-0.366070346805925
0.01,0.7,0.45,25.0,10.0,100,750,150,1329,1129,200,0.45092654593117754,0.16227406364823585,0.16227406364823585
0.01,0.7,0.45,25.0,10.0,100,750,300,1237,1046,191,0.493310498574123,0.7309104848229341,0.493310498574123
0.01,0.7,0.45,25.0,10.0,100,1500,150,1200,1022,178,0.1214054659838005,1.2773947526902543,0.1214054659838005
0.01,0.7,0.45,25.0,10.0,100,1500,300,1095,927,168,0.3613066974742779,1.228207787401251,0.3613066974742779
0.01,0.7,0.45,25.0,10.0,100,2500,150,1146,979,167,0.6047837781857289,1.2663948368439386,0.6047837781857289
0.01,0.7,0.45,25.0,10.0,100,2500,300,1029,873,156,0.6862264729660567,1.2311584376476319,0.6862264729660567
0.01,0.7,0.45,25.0,10.0,200,750,150,1009,857,152,0.24362614330496019,0.49881939672397146,0.24362614330496019
0.01,0.7,0.45,25.0,10.0,200,750,300,844,710,134,0.4112685148373675,0.29310957100055895,0.29310957100055895
0.01,0.7,0.45,25.0,10.0,200,1500,150,910,773,137,0.2516026206799954,1.1038588591250575,0.2516026206799954
0.01,0.7,0.45,25.0,10.0,200,1500,300,749,633,116,0.5287940804468225,1.14697023248058,0.5287940804468225
0.01,0.7,0.45,25.0,10.0,200,2500,150,855,723,132,0.3623754110420563,0.8175309866971207,0.3623754110420563
0.01,0.7,0.45,25.0,10.0,200,2500,300,685,578,107,0.5219644778954219,0.968225784379531,0.5219644778954219
0.01,0.7,0.45,25.0,10.0,400,750,150,943,800,143,0.29711185846432153,-0.8988528951577129,-0.8988528951577129
0.01,0.7,0.45,25.0,10.0,400,750,300,693,584,109,0.4949676278293845,0.0703682539571128,0.0703682539571128
0.01,0.7,0.45,25.0,10.0,400,1500,150,837,709,128,0.46057220288785583,0.052388064507336685,0.052388064507336685
0.01,0.7,0.45,25.0,10.0,400,1500,300,593,502,91,0.39478743618890516,0.8681236735849015,0.39478743618890516
0.01,0.7,0.45,25.0,10.0,400,2500,150,777,652,125,0.22863075500937288,0.43113416378740504,0.22863075500937288
0.01,0.7,0.45,25.0,10.0,400,2500,300,543,453,90,0.4307533922491723,0.8117982866301635,0.4307533922491723
0.01,0.7,0.45,25.0,10.0,500,750,150,948,807,141,0.01735799180188572,-1.8817447649336876,-1.8817447649336876
0.01,0.7,0.45,25.0,10.0,500,750,300,679,571,108,0.3933387453933542,-2.2788392482377717,-2.2788392482377717
0.01,0.7,0.45,25.0,10.0,500,1500,150,835,706,129,0.16553969458870293,-0.23077771538358816,-0.23077771538358816
0.01,0.7,0.45,25.0,10.0,500,1500,300,593,498,95,0.3701383190354931,0.13077979747453022,0.13077979747453022
0.01,0.7,0.45,25.0,10.0,500,2500,150,748,631,117,0.08768113979695846,-1.3520986957439893,-1.3520986957439893
0.01,0.7,0.45,25.0,10.0,500,2500,300,521,435,86,0.1697328493922849,-0.2535554220496871,-0.2535554220496871
0.01,0.7,0.45,25.0,15.0,100,750,150,1301,1104,197,0.5850300791754989,-0.04786552913707293,-0.04786552913707293
0.01,0.7,0.45,25.0,15.0,100,750,300,1203,1017,186,0.6341817717503434,0.6966628117500204,0.6341817717503434
0.01,0.7,0.45,25.0,15.0,100,1500,150,1176,1000,176,0.23345180327508427,0.9690627589108058,0.23345180327508427
0.01,0.7,0.45,25.0,15.0,100,1500,300,1064,899,165,0.5517455942267285,0.8877912574294504,0.5517455942267285
0.01,0.7,0.45,25.0,15.0,100,2500,150,1120,955,165,0.6552417170506474,1.107932577377138,0.6552417170506474
0.01,0.7,0.45,25.0,15.0,100,2500,300,998,844,154,0.7866367282307095,1.174393660956544,0.7866367282307095
0.01,0.7,0.45,25.0,15.0,200,750,150,981,832,149,0.054025999238988376,0.3879425423707938,0.054025999238988376
0.01,0.7,0.45,25.0,15.0,200,750,300,816,686,130,0.22747867304008626,0.22624624917394492,0.22624624917394492
0.01,0.7,0.45,25.0,15.0,200,1500,150,881,748,133,0.22397700726292202,1.0620526270137356,0.22397700726292202
0.01,0.7,0.45,25.0,15.0,200,1500,300,717,606,111,0.5404683312334978,1.0904418061344796,0.5404683312334978
0.01,0.7,0.45,25.0,15.0,200,2500,150,821,694,127,0.4103985815364501,0.7774640726306605,0.4103985815364501
0.01,0.7,0.45,25.0,15.0,200,2500,300,653,552,101,0.5759002255759003,0.8561444654926652,0.5759002255759003
0.01,0.7,0.45,25.0,15.0,400,750,150,900,768,132,0.13955252897598358,-0.5699293458550342,-0.5699293458550342
0.01,0.7,0.45,25.0,15.0,400,750,300,634,537,97,0.3741528362965977,0.06318997716921065,0.06318997716921065
0.01,0.7,0.45,25.0,15.0,400,1500,150,800,679,121,0.5385091918754547,-0.019004977024081365,-0.019004977024081365
0.01,0.7,0.45,25.0,15.0,400,1500,300,552,468,84,0.3609913600423686,0.78886416570554,0.3609913600423686
0.01,0.7,0.45,25.0,15.0,400,2500,150,738,621,117,0.3334770306118939,0.608077972249115,0.3334770306118939
0.01,0.7,0.45,25.0,15.0,400,2500,300,499,418,81,0.4314651872596615,0.8153109111320835,0.4314651872596615
0.01,0.7,0.45,25.0,15.0,500,750,150,898,766,132,0.04718402746808715,-1.8357829837903064,-1.8357829837903064
0.01,0.7,0.45,25.0,15.0,500,750,300,627,531,96,0.3212122527999084,-1.679631377206529,-1.679631377206529
0.01,0.7,0.45,25.0,15.0,500,1500,150,793,670,123,0.1934399140134239,-0.31028191177768477,-0.31028191177768477
0.01,0.7,0.45,25.0,15.0,500,1500,300,545,458,87,0.29906496598776244,0.23260152016098654,0.23260152016098654
0.01,0.7,0.45,25.0,15.0,500,2500,150,713,601,112,0.01834650907861644,-1.0957317100864727,-1.0957317100864727
0.01,0.7,0.45,25.0,15.0,500,2500,300,482,403,79,0.12047383985017142,-0.11407783612543687,-0.11407783612543687
0.01,0.7,0.45,25.0,20.0,100,750,150,1296,1101,195,0.5763622821746139,-0.06765739551161618,-0.06765739551161618
0.01,0.7,0.45,25.0,20.0,100,750,300,1197,1013,184,0.5663622747999146,0.6740598044977948,0.5663622747999146
0.01,0.7,0.45,25.0,20.0,100,1500,150,1169,996,173,0.2532186700933373,1.0076939090280772,0.2532186700933373
0.01,0.7,0.45,25.0,20.0,100,1500,300,1054,892,162,0.5191375449026607,0.8090412377177748,0.5191375449026607
0.01,0.7,0.45,25.0,20.0,100,2500,150,1116,952,164,0.595564293186746,1.1435540237894621,0.595564293186746
0.01,0.7,0.45,25.0,20.0,100,2500,300,991,839,152,0.6767863235142731,1.1947296220660037,0.6767863235142731
0.01,0.7,0.45,25.0,20.0,200,750,150,973,826,147,0.04515834017817715,0.4388286310761024,0.04515834017817715
0.01,0.7,0.45,25.0,20.0,200,750,300,803,675,128,0.18968073992433065,0.1510007705691269,0.1510007705691269
0.01,0.7,0.45,25.0,20.0,200,1500,150,873,742,131,0.1898281661893307,1.0589047880844802,0.1898281661893307
0.01,0.7,0.45,25.0,20.0,200,1500,300,706,597,109,0.46955315647379814,1.087997227605431,0.46955315647379814
0.01,0.7,0.45,25.0,20.0,200,2500,150,812,685,127,0.40620461130576563,0.8314475683915766,0.40620461130576563
0.01,0.7,0.45,25.0,20.0,200,2500,300,637,537,100,0.5065526190933259,0.8982985406534689,0.5065526190933259
0.01,0.7,0.45,25.0,20.0,400,750,150,891,759,132,0.15339591084565002,-0.9593387740328017,-0.9593387740328017
0.01,0.7,0.45,25.0,20.0,400,750,300,621,526,95,0.2650811810165792,-0.24601682516845547,-0.24601682516845547
0.01,0.7,0.45,25.0,20.0,400,1500,150,787,667,120,0.5790785524981492,-0.27169335880358725,-0.27169335880358725
0.01,0.7,0.45,25.0,20.0,400,1500,300,532,448,84,0.3254817383183696,0.49361559734491445,0.3254817383183696
0.01,0.7,0.45,25.0,20.0,400,2500,150,730,613,117,0.37235473745908676,0.23273045880740958,0.23273045880740958
0.01,0.7,0.45,25.0,20.0,400,2500,300,490,410,80,0.3911311709679456,0.44316999557226044,0.3911311709679456
0.01,0.7,0.45,25.0,20.0,500,750,150,887,756,131,0.10738375365456691,-1.9914964181603843,-1.9914964181603843
0.01,0.7,0.45,25.0,20.0,500,750,300,610,518,92,0.2713326733757463,-1.9523879360884597,-1.9523879360884597
0.01,0.7,0.45,25.0,20.0,500,1500,150,781,658,123,0.1803103505309277,-0.5940261853266954,-0.5940261853266954
0.01,0.7,0.45,25.0,20.0,500,1500,300,526,440,86,0.42717731481844035,-0.08091658710984845,-0.08091658710984845
0.01,0.7,0.45,25.0,20.0,500,2500,150,707,595,112,0.20751910803851029,-1.5335382044337487,-1.5335382044337487
0.01,0.7,0.45,25.0,20.0,500,2500,300,469,391,78,0.11712728004347937,-0.5001301815393345,-0.5001301815393345
0.01,0.7,0.45,30.0,6.0,100,750,150,1556,1308,248,0.4980832590984401,-0.04105629718723106,-0.04105629718723106
0.01,0.7,0.45,30.0,6.0,100,750,300,1446,1211,235,0.6127458450036728,0.802158011324877,0.6127458450036728
0.01,0.7,0.45,30.0,6.0,100,1500,150,1410,1195,215,0.03970158151636427,0.8997685045481134,0.03970158151636427
0.01,0.7,0.45,30.0,6.0,100,1500,300,1295,1088,207,0.29320121901784046,0.9953443809635434,0.29320121901784046
0.01,0.7,0.45,30.0,6.0,100,2500,150,1342,1137,205,0.523410575995955,0.7926476961779987,0.523410575995955
0.01,0.7,0.45,30.0,6.0,100,2500,300,1206,1013,193,0.6063926118027132,1.0375109618148586,0.6063926118027132
0.01,0.7,0.45,30.0,6.0,200,750,150,1234,1045,189,0.0021591209639002158,0.017285326937473363,0.0021591209639002158
0.01,0.7,0.45,30.0,6.0,200,750,300,1050,883,167,0.15615735897691724,-0.11289560503720002,-0.11289560503720002
0.01,0.7,0.45,30.0,6.0,200,1500,150,1113,933,180,0.1309191695777384,0.7201613545070076,0.1309191695777384
0.01,0.7,0.45,30.0,6.0,200,1500,300,924,777,147,0.4272005223624863,0.8091820344349351,0.4272005223624863
0.01,0.7,0.45,30.0,6.0,200,2500,150,1045,876,169,0.25248441190911175,-0.015681611399013574,-0.015681611399013574
0.01,0.7,0.45,30.0,6.0,200,2500,300,847,710,137,0.450976838561035,0.4078839473562357,0.4078839473562357
0.01,0.7,0.45,30.0,6.0,400,750,150,1169,989,180,0.1310170355460356,-0.7201819614325192,-0.7201819614325192
0.01,0.7,0.45,30.0,6.0,400,750,300,892,749,143,0.337572764789145,-0.8316976222387755,-0.8316976222387755
0.01,0.7,0.45,30.0,6.0,400,1500,150,1052,885,167,0.2962226416441388,-0.11060597650899058,-0.11060597650899058
0.01,0.7,0.45,30.0,6.0,400,1500,300,777,655,122,0.39027454590830574,0.5381414261213545,0.39027454590830574
0.01,0.7,0.45,30.0,6.0,400,2500,150,959,803,156,0.14048133382247135,0.4205170619931405,0.14048133382247135
0.01,0.7,0.45,30.0,6.0,400,2500,300,705,583,122,0.3713768101911312,0.34658494201941387,0.34658494201941387
0.01,0.7,0.45,30.0,6.0,500,750,150,1161,976,185,-0.201766971994129,-1.5788641774017917,-1.5788641774017917
0.01,0.7,0.45,30.0,6.0,500,750,300,864,717,147,0.1693333226835068,-1.5522466563971344,-1.5522466563971344
0.01,0.7,0.45,30.0,6.0,500,1500,150,1026,864,162,-0.08264585974766765,-0.8214452820401549,-0.8214452820401549
0.01,0.7,0.45,30.0,6.0,500,1500,300,766,636,130,0.16064603869579366,0.33841754161158716,0.16064603869579366
0.01,0.7,0.45,30.0,6.0,500,2500,150,931,782,149,-0.14332572269716143,-1.6129882974461343,-1.6129882974461343
0.01,0.7,0.45,30.0,6.0,500,2500,300,674,558,116,0.06698346955181023,-0.5488214646190379,-0.5488214646190379
0.01,0.7,0.45,30.0,10.0,100,750,150,1413,1194,219,0.5985742322947659,0.4218166385070513,0.4218166385070513
0.01,0.7,0.45,30.0,10.0,100,750,300,1312,1103,209,0.5949531853264406,0.5213781306887004,0.5213781306887004
0.01,0.7,0.45,30.0,10.0,100,1500,150,1288,1094,194,0.2213498125183855,0.6892163035462211,0.2213498125183855
0.01,0.7,0.45,30.0,10.0,100,1500,300,1168,985,183,0.3131929642676676,0.7302649906362588,0.3131929642676676
0.01,0.7,0.45,30.0,10.0,100,2500,150,1226,1041,185,0.658160902346779,0.6447765748365606,0.6447765748365606
0.01,0.7,0.45,30.0,10.0,100,2500,300,1094,924,170,0.6579995102419586,0.7321698349154903,0.6579995102419586
0.01,0.7,0.45,30.0,10.0,200,750,150,1086,923,163,0.27811992140138125,0.6878065981003532,0.27811992140138125
0.01,0.7,0.45,30.0,10.0,200,750,300,896,754,142,0.2938667083157413,0.2992642886260261,0.2938667083157413
0.01,0.7,0.45,30.0,10.0,200,1500,150,965,815,150,0.36148970661816,1.158195624091403,0.36148970661816
0.01,0.7,0.45,30.0,10.0,200,1500,300,780,657,123,0.6064614823797578,1.1194973807738953,0.6064614823797578
0.01,0.7,0.45,30.0,10.0,200,2500,150,906,761,145,0.2658275312956328,0.47813228817458703,0.2658275312956328
0.01,0.7,0.45,30.0,10.0,200,2500,300,715,597,118,0.5219318666895671,0.685326469212334,0.5219318666895671
0.01,0.7,0.45,30.0,10.0,400,750,150,1009,856,153,0.28553590584095423,-0.5949423359159958,-0.5949423359159958
0.01,0.7,0.45,30.0,10.0,400,750,300,743,625,118,0.41945354882489777,0.24438176472691395,0.24438176472691395
0.01,0.7,0.45,30.0,10.0,400,1500,150,896,758,138,0.6386660108741585,0.08902712843685205,0.08902712843685205
0.01,0.7,0.45,30.0,10.0,400,1500,300,630,533,97,0.5114508005983296,1.0218762871856264,0.5114508005983296
0.01,0.7,0.45,30.0,10.0,400,2500,150,812,681,131,0.553947430607969,0.7217602837418183,0.553947430607969
0.01,0.7,0.45,30.0,10.0,400,2500,300,562,471,91,0.662071097277722,1.0058671812819793,0.662071097277722
0.01,0.7,0.45,30.0,10.0,500,750,150,1005,851,154,0.002376033247258552,-1.6645553252085852,-1.6645553252085852
0.01,0.7,0.45,30.0,10.0,500,750,300,707,597,110,0.39492631431573993,-1.549108593580876,-1.549108593580876
0.01,0.7,0.45,30.0,10.0,500,1500,150,879,743,136,0.18965200736932655,0.13214910347528883,0.13214910347528883
0.01,0.7,0.45,30.0,10.0,500,1500,300,626,528,98,0.4420851746324408,0.2635502638519935,0.2635502638519935
0.01,0.7,0.45,30.0,10.0,500,2500,150,792,667,125,-0.04810545957547668,-1.0584660413060285,-1.0584660413060285
0.01,0.7,0.45,30.0,10.0,500,2500,300,542,454,88,0.17927221706686547,-0.20676833735140226,-0.20676833735140226
0.01,0.7,0.45,30.0,15.0,100,750,150,1378,1164,214,0.7678019577850581,0.27494130996113336,0.27494130996113336
0.01,0.7,0.45,30.0,15.0,100,750,300,1270,1069,201,0.7925452791654692,0.5212379431590414,0.5212379431590414
0.01,0.7,0.45,30.0,15.0,100,1500,150,1250,1061,189,0.4468702850923581,0.5643395741842427,0.4468702850923581
0.01,0.7,0.45,30.0,15.0,100,1500,300,1127,951,176,0.49967433036963155,0.5086054243052671,0.49967433036963155
0.01,0.7,0.45,30.0,15.0,100,2500,150,1188,1008,180,0.7661327646504928,0.768077297378339,0.7661327646504928
0.01,0.7,0.45,30.0,15.0,100,2500,300,1056,891,165,0.7551276555341748,0.8649370499687287,0.7551276555341748
0.01,0.7,0.45,30.0,15.0,200,750,150,1045,888,157,0.10178063226477538,0.6108392663417954,0.10178063226477538
0.01,0.7,0.45,30.0,15.0,200,750,300,857,722,135,0.16399543489149454,0.3273549913174121,0.16399543489149454
0.01,0.7,0.45,30.0,15.0,200,1500,150,932,788,144,0.3285582705786863,0.9565900855425036,0.3285582705786863
0.01,0.7,0.45,30.0,15.0,200,1500,300,742,625,117,0.6128765427248578,0.9264777768302815,0.6128765427248578
0.01,0.7,0.45,30.0,15.0,200,2500,150,864,729,135,0.19182874949991052,0.6928701215398436,0.19182874949991052
0.01,0.7,0.45,30.0,15.0,200,2500,300,675,568,107,0.4586856895017925,0.6641896451254606,0.4586856895017925
0.01,0.7,0.45,30.0,15.0,400,750,150,951,810,141,0.3068988541892451,-0.3199654900362703,-0.3199654900362703
