low_q,high_q,mid_q,adx_threshold,atr_stop_multiple,beta_window,pct_lookback,max_hold_bars,n_trades,n_is,n_oos,is_sharpe,oos_sharpe,min_sharpe
0.01,0.7,0.4,20.0,15.0,200,1500,300,634,542,92,0.47587008809395437,1.1489892489668188,0.47587008809395437
0.01,0.7,0.4,20.0,15.0,200,2500,150,726,622,104,0.11266567965183202,0.8119734239838668,0.11266567965183202
0.01,0.7,0.4,20.0,15.0,200,2500,300,580,494,86,0.42651625020110073,1.3095428378725202,0.42651625020110073
0.01,0.7,0.4,20.0,15.0,400,750,150,805,686,119,-0.08968265557552718,-0.04996107246277577,-0.08968265557552718
0.01,0.7,0.4,20.0,15.0,400,750,300,585,496,89,0.39663941684515724,-0.37102073849691164,-0.37102073849691164
0.01,0.7,0.4,20.0,15.0,400,1500,150,714,612,102,0.2170304984307342,0.9651092634398,0.2170304984307342
0.01,0.7,0.4,20.0,15.0,400,1500,300,519,445,74,0.41410331763949526,1.1512970922585513,0.41410331763949526
0.01,0.7,0.4,20.0,15.0,400,2500,150,658,559,99,0.08545832611409433,0.5608741627364964,0.08545832611409433
0.01,0.7,0.4,20.0,15.0,400,2500,300,465,391,74,0.3574845360007367,0.665352993841629,0.3574845360007367
0.01,0.7,0.4,20.0,15.0,500,750,150,801,686,115,0.1724721707063067,-0.5318458726388342,-0.5318458726388342
0.01,0.7,0.4,20.0,15.0,500,750,300,578,494,84,0.40340425017988596,-1.2568500841613048,-1.2568500841613048
0.01,0.7,0.4,20.0,15.0,500,1500,150,715,612,103,-0.21976763655590678,0.46912759447572183,-0.21976763655590678
0.01,0.7,0.4,20.0,15.0,500,1500,300,505,434,71,0.16411069561276598,0.49998560440808604,0.16411069561276598
0.01,0.7,0.4,20.0,15.0,500,2500,150,647,551,96,-0.28769861722556,0.2074088983650897,-0.28769861722556
0.01,0.7,0.4,20.0,15.0,500,2500,300,455,385,70,0.03443724874746918,0.19326230695792168,0.03443724874746918
0.01,0.7,0.4,20.0,20.0,100,750,150,1124,954,170,0.5765853766592431,0.8062342814902682,0.5765853766592431
0.01,0.7,0.4,20.0,20.0,100,750,300,1034,872,162,0.4915575948635184,0.8252032751555632,0.4915575948635184
0.01,0.7,0.4,20.0,20.0,100,1500,150,1017,864,153,0.05951852137107953,1.3759272925663504,0.05951852137107953
0.01,0.7,0.4,20.0,20.0,100,1500,300,921,778,143,0.11174338775377202,0.8983910454471388,0.11174338775377202
0.01,0.7,0.4,20.0,20.0,100,2500,150,960,817,143,0.23984691350209864,1.497009541169852,0.23984691350209864
0.01,0.7,0.4,20.0,20.0,100,2500,300,842,710,132,0.3405035551066205,1.1574973532195505,0.3405035551066205
0.01,0.7,0.4,20.0,20.0,200,750,150,855,729,126,0.15704274530593756,1.2515737176269806,0.15704274530593756
